evaluation_mode,mode,sample_index,num_gold,num_pred,tp,fp,fn,precision,recall,f1,accuracy
type_only,type_only,2018,8,2,2,0,6,1.0,0.25,0.4,0.25
type_only,type_only,2093,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.25
type_only,type_only,2160,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.25
type_only,type_only,2217,1,4,1,3,0,0.25,1.0,0.4,0.25
type_only,type_only,2396,1,4,1,3,0,0.25,1.0,0.4,0.25
type_only,type_only,2485,1,4,1,3,0,0.25,1.0,0.4,0.25
type_only,type_only,2810,4,1,1,0,3,1.0,0.25,0.4,0.25
type_only,type_only,2820,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.25
type_only,type_only,2857,4,1,1,0,3,1.0,0.25,0.4,0.25
type_only,type_only,3190,4,1,1,0,3,1.0,0.25,0.4,0.25
type_only,type_only,3358,7,3,2,1,5,0.6666666666666666,0.2857142857142857,0.4,0.25
type_only,type_only,3693,4,1,1,0,3,1.0,0.25,0.4,0.25
type_only,type_only,3846,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.25
type_only,type_only,4487,1,4,1,3,0,0.25,1.0,0.4,0.25
type_only,type_only,5093,1,4,1,3,0,0.25,1.0,0.4,0.25
type_only,type_only,5155,4,1,1,0,3,1.0,0.25,0.4,0.25
type_only,type_only,5301,1,4,1,3,0,0.25,1.0,0.4,0.25
type_only,type_only,5357,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.25
type_only,type_only,5773,4,1,1,0,3,1.0,0.25,0.4,0.25
type_only,type_only,5883,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.25
type_only,type_only,5968,7,3,2,1,5,0.6666666666666666,0.2857142857142857,0.4,0.25
type_only,type_only,769,5,6,2,4,3,0.3333333333333333,0.4,0.3636363636363636,0.2222222222222222
type_only,type_only,1362,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,0.2222222222222222
type_only,type_only,1685,1,5,1,4,0,0.2,1.0,0.33333333333333337,0.2
type_only,type_only,2056,5,1,1,0,4,1.0,0.2,0.33333333333333337,0.2
type_only,type_only,4500,5,1,1,0,4,1.0,0.2,0.33333333333333337,0.2
type_only,type_only,4892,1,5,1,4,0,0.2,1.0,0.33333333333333337,0.2
type_only,type_only,4895,1,5,1,4,0,0.2,1.0,0.33333333333333337,0.2
type_only,type_only,439,2,4,1,3,1,0.25,0.5,0.3333333333333333,0.2
type_only,type_only,630,4,2,1,1,3,0.5,0.25,0.3333333333333333,0.2
type_only,type_only,1117,2,4,1,3,1,0.25,0.5,0.3333333333333333,0.2
type_only,type_only,1157,9,3,2,1,7,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.2
type_only,type_only,1521,2,4,1,3,1,0.25,0.5,0.3333333333333333,0.2
type_only,type_only,1561,2,4,1,3,1,0.25,0.5,0.3333333333333333,0.2
type_only,type_only,4847,2,4,1,3,1,0.25,0.5,0.3333333333333333,0.2
type_only,type_only,4893,1,6,1,5,0,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666
type_only,type_only,861,6,2,1,1,5,0.5,0.16666666666666666,0.25,0.14285714285714285
type_only,type_only,2041,7,1,1,0,6,1.0,0.14285714285714285,0.25,0.14285714285714285
type_only,type_only,3875,7,1,1,0,6,1.0,0.14285714285714285,0.25,0.14285714285714285
type_only,type_only,5807,7,1,1,0,6,1.0,0.14285714285714285,0.25,0.14285714285714285
type_only,type_only,3509,8,1,1,0,7,1.0,0.125,0.2222222222222222,0.125
type_only,type_only,3510,8,1,1,0,7,1.0,0.125,0.2222222222222222,0.125
type_only,type_only,4023,6,3,1,2,5,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.125
type_only,type_only,330,9,5,1,4,8,0.2,0.1111111111111111,0.14285714285714285,0.07692307692307693
type_only,type_only,4,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,6,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,7,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,62,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,79,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,95,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,105,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,113,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,117,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,132,2,1,0,1,2,0.0,0.0,0.0,0.0
type_only,type_only,134,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,135,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,162,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,163,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,169,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,192,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,240,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,245,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,249,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,282,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,297,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,299,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,311,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,323,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,326,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,346,1,2,0,2,1,0.0,0.0,0.0,0.0
type_only,type_only,357,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,380,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,382,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,395,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,397,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,423,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,434,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,454,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,466,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,511,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,512,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,542,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,569,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,588,2,1,0,1,2,0.0,0.0,0.0,0.0
type_only,type_only,591,2,1,0,1,2,0.0,0.0,0.0,0.0
type_only,type_only,626,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,632,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,646,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,654,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,671,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,674,7,0,0,0,7,0.0,0.0,0.0,0.0
type_only,type_only,681,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,693,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,699,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,716,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,728,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,730,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,731,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,745,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,758,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,764,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,772,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,774,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,777,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,784,2,1,0,1,2,0.0,0.0,0.0,0.0
type_only,type_only,839,1,2,0,2,1,0.0,0.0,0.0,0.0
type_only,type_only,855,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,862,6,2,0,2,6,0.0,0.0,0.0,0.0
type_only,type_only,867,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,870,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,888,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,890,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,902,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1064,2,2,0,2,2,0.0,0.0,0.0,0.0
type_only,type_only,1066,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1087,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1105,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,1106,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,1111,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1130,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1134,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1179,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1180,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1181,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1184,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1186,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1195,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,1199,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,1216,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1217,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1222,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1242,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1246,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1260,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1323,6,0,0,0,6,0.0,0.0,0.0,0.0
type_only,type_only,1355,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,1399,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,1402,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1405,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1425,7,1,0,1,7,0.0,0.0,0.0,0.0
type_only,type_only,1428,2,1,0,1,2,0.0,0.0,0.0,0.0
type_only,type_only,1487,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1506,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1518,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1536,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1537,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1538,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1539,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1540,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1541,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1542,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1543,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1562,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1573,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1578,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,1610,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,1619,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1624,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1626,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1641,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1714,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,1759,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,1769,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1772,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1774,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1775,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1782,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1785,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1823,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1839,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,1853,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1860,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1867,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1881,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1926,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1931,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1935,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,1938,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,1940,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,1958,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2032,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2033,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2034,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2038,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,2039,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,2042,7,1,0,1,7,0.0,0.0,0.0,0.0
type_only,type_only,2052,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2069,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2074,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2105,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,2112,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2145,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,2152,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,2154,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2165,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2167,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2176,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2177,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2181,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,2204,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2231,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2235,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2269,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2270,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2275,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2276,1,3,0,3,1,0.0,0.0,0.0,0.0
type_only,type_only,2299,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2322,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,2357,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,2366,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,2367,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2394,6,0,0,0,6,0.0,0.0,0.0,0.0
type_only,type_only,2406,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,2407,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2418,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,2437,1,2,0,2,1,0.0,0.0,0.0,0.0
type_only,type_only,2442,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2520,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,2522,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2547,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,2562,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,2569,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2570,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2606,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2618,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2643,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2689,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2690,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2736,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2738,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2753,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2754,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2792,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2793,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2795,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2817,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,2837,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2839,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2846,1,8,0,8,1,0.0,0.0,0.0,0.0
type_only,type_only,2863,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2868,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2870,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,2882,4,1,0,1,4,0.0,0.0,0.0,0.0
type_only,type_only,2901,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,2947,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3000,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,3070,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,3083,1,2,0,2,1,0.0,0.0,0.0,0.0
type_only,type_only,3093,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3104,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3124,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3149,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3154,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,3158,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3170,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3214,6,1,0,1,6,0.0,0.0,0.0,0.0
type_only,type_only,3220,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3229,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3249,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,3275,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3286,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3287,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3294,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,3298,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3306,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3307,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3377,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3385,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3386,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3398,2,2,0,2,2,0.0,0.0,0.0,0.0
type_only,type_only,3402,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,3435,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3437,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3440,1,2,0,2,1,0.0,0.0,0.0,0.0
type_only,type_only,3475,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,3479,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3519,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3540,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3551,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3560,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3564,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3565,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3586,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3601,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,3605,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3614,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3638,6,2,0,2,6,0.0,0.0,0.0,0.0
type_only,type_only,3646,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3650,9,0,0,0,9,0.0,0.0,0.0,0.0
type_only,type_only,3653,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3659,2,1,0,1,2,0.0,0.0,0.0,0.0
type_only,type_only,3694,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,3701,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3703,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3820,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3822,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,3892,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3893,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3894,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3917,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,3931,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,3991,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4013,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4015,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4040,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4049,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4135,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4140,1,3,0,3,1,0.0,0.0,0.0,0.0
type_only,type_only,4146,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,4174,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,4178,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4182,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,4186,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,4210,2,2,0,2,2,0.0,0.0,0.0,0.0
type_only,type_only,4232,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4257,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4258,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4261,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4262,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4283,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,4287,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4306,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4310,2,1,0,1,2,0.0,0.0,0.0,0.0
type_only,type_only,4320,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,4347,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4391,6,0,0,0,6,0.0,0.0,0.0,0.0
type_only,type_only,4392,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4411,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4417,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4429,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,4430,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,4452,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,4455,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,4459,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4460,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,4463,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4499,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4540,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4564,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4565,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4587,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4627,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,4645,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4646,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4662,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,4668,4,0,0,0,4,0.0,0.0,0.0,0.0
type_only,type_only,4705,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,4709,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4716,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4722,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,4723,3,0,0,0,3,0.0,0.0,0.0,0.0
type_only,type_only,4726,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4727,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4782,6,4,0,4,6,0.0,0.0,0.0,0.0
type_only,type_only,4806,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,4828,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4857,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4889,2,2,0,2,2,0.0,0.0,0.0,0.0
type_only,type_only,4894,1,3,0,3,1,0.0,0.0,0.0,0.0
type_only,type_only,4905,1,2,0,2,1,0.0,0.0,0.0,0.0
type_only,type_only,4916,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,4943,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4950,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,4954,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,4992,2,0,0,0,2,0.0,0.0,0.0,0.0
type_only,type_only,5009,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,5010,1,2,0,2,1,0.0,0.0,0.0,0.0
type_only,type_only,5011,1,1,0,1,1,0.0,0.0,0.0,0.0
type_only,type_only,5032,0,0,0,0,0,0.0,0.0,0.0,1.0
type_only,type_only,5068,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,5069,1,0,0,0,1,0.0,0.0,0.0,0.0
type_only,type_only,5070,1,0,0,0,1,0.0,0.0,0.0,0.0
